"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"QT_VOTOS_LEGENDA"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80845";"OURO VERDE";"80845";"OURO VERDE";"71";"13";"Vereador";"Coligação";"45";"PSDB";"Partido da Social Democracia Brasileira";"240000000205";"OURO VERDE RUMO AO FUTURO";"PSB / PP / PDT / PMDB / PSDB / PSD";"N";"426";"10"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80276";"ARARANGUÁ";"80276";"ARARANGUÁ";"1";"13";"Vereador";"Coligação";"65";"PC do B";"Partido Comunista do Brasil";"240000000458";"JUNTOS PODEMOS MUITO MAIS";"PRB / PSB / PSDB / PC do B / PEN";"N";"573";"4"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"83674";"TUBARÃO";"83674";"TUBARÃO";"33";"11";"Prefeito";"Coligação";"45";"PSDB";"Partido da Social Democracia Brasileira";"240000000071";"TUBARÃO QUER MAIS";"PSDB / PMDB / PR / PTC / PMN";"N";"9508";"0"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81671";"ITUPORANGA";"81671";"ITUPORANGA";"39";"13";"Vereador";"Coligação";"15";"PMDB";"Partido do Movimento Democrático Brasileiro";"240000000560";"TEMPO NOVO COM A FORÇA DO POVO";"PMDB / PSB / PSC / DEM / PTN / PRB / PSD";"N";"4262";"79"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"82112";"MELEIRO";"82112";"MELEIRO";"42";"13";"Vereador";"Coligação";"12";"PDT";"Partido Democrático Trabalhista";"240000000502";"MELEIRO NO CORAÇÃO";"PDT / PMDB / PSD";"N";"71";"7"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81051";"FLORIANÓPOLIS";"81051";"FLORIANÓPOLIS";"100";"13";"Vereador";"Coligação";"43";"PV";"Partido Verde";"240000000090";"VivaCidade";"PSOL / PV / REDE";"N";"369";"27"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80993";"DONA EMMA";"80993";"DONA EMMA";"14";"13";"Vereador";"Coligação";"25";"DEM";"Democratas";"240000001092";"UNIDOS POR UMA DONA EMMA MAIS FORTE";"PP / PMDB / PPS / PDT / DEM";"N";"0";"1"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81051";"FLORIANÓPOLIS";"81051";"FLORIANÓPOLIS";"13";"13";"Vereador";"Coligação";"10";"PRB";"Partido Republicano Brasileiro";"240000000342";"PDT PRB PRTB";"PDT / PRB / PRTB";"N";"1354";"43"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81736";"JAGUARUNA";"81736";"JAGUARUNA";"33";"11";"Prefeito";"Coligação";"15";"PMDB";"Partido do Movimento Democrático Brasileiro";"240000001249";"A FORÇA DO POVO";"PMDB / PTB / PR / PSDB";"N";"6455";"0"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80160";"URUPEMA";"80160";"URUPEMA";"28";"11";"Prefeito";"Coligação";"15";"PMDB";"Partido do Movimento Democrático Brasileiro";"240000001278";"O PROGRESSO CONTINUA";"PMDB / DEM / PR";"N";"812";"0"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81183";"SÃO PEDRO DE ALCÂNTARA";"81183";"SÃO PEDRO DE ALCÂNTARA";"29";"13";"Vereador";"Coligação";"12";"PDT";"Partido Democrático Trabalhista";"240000000715";"PDT/PT/PTB";"PDT / PT / PTB";"N";"764";"12"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81051";"FLORIANÓPOLIS";"81051";"FLORIANÓPOLIS";"100";"13";"Vereador";"Coligação";"23";"PPS";"Partido Popular Socialista";"240000001102";"ACREDITE NA MUDANÇA";"PR / PPS / PTC";"N";"1517";"35"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81590";"ITAIÓPOLIS";"81590";"ITAIÓPOLIS";"38";"13";"Vereador";"Coligação";"45";"PSDB";"Partido da Social Democracia Brasileira";"240000000733";"SOMOS POR ITAIOPOLIS";"DEM / PMDB / PSDB";"N";"1097";"20"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81515";"IPUMIRIM";"81515";"IPUMIRIM";"90";"13";"Vereador";"Coligação";"45";"PSDB";"Partido da Social Democracia Brasileira";"240000000462";"ALIANÇA DEMOCRÁTICA POR UM IPUMIRIM MAIS";"PMDB / PP / PSDB / PSD";"N";"247";"9"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"82058";"MARAVILHA";"82058";"MARAVILHA";"58";"13";"Vereador";"Coligação";"40";"PSB";"Partido Socialista Brasileiro";"240000000378";"COMPROMISSO COM MARAVILHA";"PMDB / PSB / SD";"N";"1161";"12"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80136";"ALFREDO WAGNER";"80136";"ALFREDO WAGNER";"4";"13";"Vereador";"Coligação";"45";"PSDB";"Partido da Social Democracia Brasileira";"240000000682";"Alfredo Wagner para todos";"PSD / DEM / PSDB";"N";"614";"16"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80195";"ANITA GARIBALDI";"80195";"ANITA GARIBALDI";"52";"13";"Vereador";"Coligação";"11";"PP";"Partido Progressista";"240000000316";"TRABALHO, SEGURANÇA E CONFIANÇA PARA CRESCERMOS JUNTOS";"PSB / PP / PSD / PTB";"N";"235";"24"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81574";"ITÁ";"81574";"ITÁ";"61";"13";"Vereador";"Coligação";"45";"PSDB";"Partido da Social Democracia Brasileira";"240000000192";"ITA DO BEM";"PSDB / PR / PSB";"N";"996";"54"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80098";"ÁGUAS DE CHAPECÓ";"80098";"ÁGUAS DE CHAPECÓ";"70";"13";"Vereador";"Coligação";"23";"PPS";"Partido Popular Socialista";"240000000641";"AS PESSOAS EM PRIMEIRO LUGAR - UNIDOS PARA O DESENVOLVIMENTO";"PMDB / DEM / PPS";"N";"226";"11"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81205";"SANTIAGO DO SUL";"81205";"SANTIAGO DO SUL";"78";"13";"Vereador";"Coligação";"13";"PT";"Partido dos Trabalhadores";"240000000356";"FAZER MAIS POR SANTIAGO DO SUL";"PSD / PP / PT";"N";"125";"4"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"83925";"PESCARIA BRAVA";"83925";"PESCARIA BRAVA";"20";"13";"Vereador";"Coligação";"15";"PMDB";"Partido do Movimento Democrático Brasileiro";"240000001159";"MUDAR PARA CRESCER";"PP / PMDB";"N";"1533";"78"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81531";"IRANI";"81531";"IRANI";"90";"13";"Vereador";"Coligação";"45";"PSDB";"Partido da Social Democracia Brasileira";"240000000496";"SOMOS MAIS IRANI";"PSC / PSD / PSDB";"N";"1168";"19"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80837";"CONCÓRDIA";"80837";"CONCÓRDIA";"90";"13";"Vereador";"Coligação";"23";"PPS";"Partido Popular Socialista";"240000000550";"SOMOS TODOS CONCÓRDIA";"PT / PC do B / PPS / PRB / PDT / PSC / PROS";"N";"173";"5"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80713";"CANELINHA";"80713";"CANELINHA";"31";"13";"Vereador";"Coligação";"11";"PP";"Partido Progressista";"240000001209";"UNIDOS POR CANELINHA";"PR / PSDB / PSD / PP";"N";"1161";"47"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80900";"MACIEIRA";"80900";"MACIEIRA";"6";"13";"Vereador";"Coligação";"13";"PT";"Partido dos Trabalhadores";"240000001246";"MACIEIRA PARA TODOS";"PMDB / PT / PSD";"N";"120";"1"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80985";"BOMBINHAS";"80985";"BOMBINHAS";"91";"13";"Vereador";"Coligação";"11";"PP";"Partido Progressista";"240000000355";"JUNTOS POR BOMBINHAS";"PDT / PR / PP / PSB";"N";"123";"25"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"82732";"PRESIDENTE CASTELLO BRANCO";"82732";"PRESIDENTE CASTELLO BRANCO";"9";"13";"Vereador";"Coligação";"20";"PSC";"Partido Social Cristão";"240000000402";"CHEGOU A HORA DA MUDANÇA";"PP / PT / PSC / PR";"N";"187";"2"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81477";"INDAIAL";"81477";"INDAIAL";"15";"13";"Vereador";"Coligação";"45";"PSDB";"Partido da Social Democracia Brasileira";"240000000313";"PSDB-PRB";"PSDB / PRB";"N";"6150";"653"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80616";"CAMBORIÚ";"80616";"CAMBORIÚ";"103";"13";"Vereador";"Coligação";"10";"PRB";"Partido Republicano Brasileiro";"240000000933";"Por um Camboriú Novo";"PSD / PR / PRB / PDT / PEN";"N";"450";"13"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"83356";"SÃO LUDGERO";"83356";"SÃO LUDGERO";"44";"13";"Vereador";"Coligação";"22";"PR";"Partido da República";"240000001210";"PRA FRENTE SAO LUDGERO";"PMDB / PR / PSB / PRB / PP";"N";"1361";"17"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"82538";"PINHALZINHO";"82538";"PINHALZINHO";"66";"13";"Vereador";"Coligação";"15";"PMDB";"Partido do Movimento Democrático Brasileiro";"240000000454";"PINHALZINHO DE TODOS";"PMDB / PT / PRB / PTC";"N";"4014";"240"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81752";"JARAGUÁ DO SUL";"81752";"JARAGUÁ DO SUL";"17";"13";"Vereador";"Coligação";"14";"PTB";"Partido Trabalhista Brasileiro";"240000000684";"RENOVA JARAGUÁ";"PTB / PRB / PC do B";"N";"1923";"37"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80233";"ANTÔNIO CARLOS";"80233";"ANTÔNIO CARLOS";"2";"13";"Vereador";"Coligação";"10";"PRB";"Partido Republicano Brasileiro";"240000000890";"Unidos por uma cidade melhor";"PMDB / PRTB / PRB";"N";"120";"3"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80357";"ATALANTA";"80357";"ATALANTA";"39";"13";"Vereador";"Coligação";"13";"PT";"Partido dos Trabalhadores";"240000000599";"COMPROMISSO COM OS ATALANTENSES";"PP / PT / PR / PSDB / PSD";"N";"320";"10"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80357";"ATALANTA";"80357";"ATALANTA";"39";"13";"Vereador";"Coligação";"45";"PSDB";"Partido da Social Democracia Brasileira";"240000000599";"COMPROMISSO COM OS ATALANTENSES";"PP / PT / PR / PSDB / PSD";"N";"303";"1"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80896";"CRICIÚMA";"80896";"CRICIÚMA";"10";"13";"Vereador";"Coligação";"23";"PPS";"Partido Popular Socialista";"240000000580";"PR-PRB-PTdoB-PMB-PSDC-PTC-PPS-PSL-PEN-PRP";"PR / PRB / PT do B / PMB / PSDC / PTC / PPS / PSL / PEN / PRP";"N";"1750";"35"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"83755";"VARGEÃO";"83755";"VARGEÃO";"63";"13";"Vereador";"Coligação";"65";"PC do B";"Partido Comunista do Brasil";"240000000851";"LIBERDADE E PARTICIPAÇÃO";"PP / DEM / PR / PC do B";"N";"73";"1"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81035";"FAXINAL DOS GUEDES";"81035";"FAXINAL DOS GUEDES";"43";"13";"Vereador";"Coligação";"22";"PR";"Partido da República";"240000001034";"SOMOS TODOS FAXINAL";"PSD / PT / PP / PSDB / PR";"N";"529";"10"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81353";"IBIRAMA";"81353";"IBIRAMA";"14";"13";"Vereador";"Coligação";"23";"PPS";"Partido Popular Socialista";"240000000443";"Ibirama Governo de Todos";"PMDB / PPS";"N";"0";"2"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80756";"CAPINZAL";"80756";"CAPINZAL";"37";"13";"Vereador";"Coligação";"15";"PMDB";"Partido do Movimento Democrático Brasileiro";"240000001233";"CAPINZAL - NOVOS TEMPOS";"PMDB / PR / SD / PRB";"N";"4235";"361"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80209";"TIMBÓ GRANDE";"80209";"TIMBÓ GRANDE";"51";"13";"Vereador";"Coligação";"11";"PP";"Partido Progressista";"240000000998";"TIMBÓ GRANDE NO RUMO CERTO";"PT / PP / PSB / DEM";"N";"224";"31"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80896";"CRICIÚMA";"80896";"CRICIÚMA";"92";"13";"Vereador";"Coligação";"36";"PTC";"Partido Trabalhista Cristão";"240000000580";"PR-PRB-PTdoB-PMB-PSDC-PTC-PPS-PSL-PEN-PRP";"PR / PRB / PT do B / PMB / PSDC / PTC / PPS / PSL / PEN / PRP";"N";"70";"1"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80896";"CRICIÚMA";"80896";"CRICIÚMA";"92";"13";"Vereador";"Coligação";"44";"PRP";"Partido Republicano Progressista";"240000000580";"PR-PRB-PTdoB-PMB-PSDC-PTC-PPS-PSL-PEN-PRP";"PR / PRB / PT do B / PMB / PSDC / PTC / PPS / PSL / PEN / PRP";"N";"0";"56"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80896";"CRICIÚMA";"80896";"CRICIÚMA";"92";"13";"Vereador";"Coligação";"25";"DEM";"Democratas";"240000000108";"SOMOS TODOS CRICIÚMA";"PSDB / SD / DEM / PV";"N";"165";"14"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80764";"NOVO HORIZONTE";"80764";"NOVO HORIZONTE";"49";"13";"Vereador";"Coligação";"11";"PP";"Partido Progressista";"240000000759";"VOCÊ CRESCENDO JUNTO COM NOVO HORIZONTE";"PP / PSDB / PMDB";"N";"624";"27"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"83909";"BALNEÁRIO RINCÃO";"83909";"BALNEÁRIO RINCÃO";"79";"13";"Vereador";"Coligação";"20";"PSC";"Partido Social Cristão";"240000000582";"RINCÃO MELHOR PARA TODOS 2";"PSD / PSDB / PRB / PRP / PEN / PSC / PTC";"N";"509";"9"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81744";"BALNEÁRIO GAIVOTA";"81744";"BALNEÁRIO GAIVOTA";"54";"13";"Vereador";"Coligação";"13";"PT";"Partido dos Trabalhadores";"240000000336";"RESPEITO COM AS PESSOAS";"PP / PSD / PDT / PT / PPS / DEM / PTB / PR / PRB / PSB / PSC";"N";"129";"4"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81540";"JUPIÁ";"81540";"JUPIÁ";"49";"13";"Vereador";"Coligação";"55";"PSD";"Partido Social Democrático";"240000001129";"UM RUMO NOVO COM A FORÇA DO POVO";"PSD / PP / PT / PR / PSDB";"N";"128";"25"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80764";"NOVO HORIZONTE";"80764";"NOVO HORIZONTE";"49";"11";"Prefeito";"Coligação";"13";"PT";"Partido dos Trabalhadores";"240000000185";"NOVO HORIZONTE NO CAMINHO CERTO";"PT / PSD / PSB";"N";"1068";"0"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80284";"SERRA ALTA";"80284";"SERRA ALTA";"66";"13";"Vereador";"Coligação";"20";"PSC";"Partido Social Cristão";"240000000087";"Decida o futuro, você faz a diferença";"PP / PMDB / PSC / PPS / PSDB";"N";"22";"0"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80292";"ARMAZÉM";"80292";"ARMAZÉM";"99";"11";"Prefeito";"Coligação";"11";"PP";"Partido Progressista";"240000001137";"UM NOVO TEMPO PARA ARMAZÉM";"PP / PR / PSD / PPS / PSB";"N";"3150";"0"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"83674";"TUBARÃO";"83674";"TUBARÃO";"99";"13";"Vereador";"Coligação";"36";"PTC";"Partido Trabalhista Cristão";"240000000642";"Mais Tubarão";"PMDB / PTC";"N";"1";"2"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81370";"IÇARA";"81370";"IÇARA";"79";"13";"Vereador";"Coligação";"10";"PRB";"Partido Republicano Brasileiro";"240000000591";"PRA FAZER DIFERENTE";"PRB / PP / PTB / PSB";"N";"327";"20"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80209";"TIMBÓ GRANDE";"80209";"TIMBÓ GRANDE";"51";"13";"Vereador";"Coligação";"25";"DEM";"Democratas";"240000000998";"TIMBÓ GRANDE NO RUMO CERTO";"PT / PP / PSB / DEM";"N";"0";"232"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81337";"IBICARÉ";"81337";"IBICARÉ";"85";"13";"Vereador";"Coligação";"12";"PDT";"Partido Democrático Trabalhista";"240000000243";"UNINDO FORÇAS POR IBICARE";"PP / PMDB / PR / PDT / PSDB / PSD";"N";"87";"6"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81485";"SÃO BERNARDINO";"81485";"SÃO BERNARDINO";"69";"11";"Prefeito";"Coligação";"13";"PT";"Partido dos Trabalhadores";"240000000938";"AS PESSOAS EM PRIMEIRO LUGAR";"PT / PPS / PSD";"N";"726";"0"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80160";"URUPEMA";"80160";"URUPEMA";"28";"13";"Vereador";"Coligação";"55";"PSD";"Partido Social Democrático";"240000001239";"#URUPEMA - Renovação com competencia";"PP / PSB / PSD";"N";"324";"5"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"83879";"XAXIM";"83879";"XAXIM";"48";"13";"Vereador";"Coligação";"23";"PPS";"Partido Popular Socialista";"240000000848";"VOCÊ MERECE XAXIM MELHOR";"PP / PDT / PR / PPS / PMB / PSDB / PSB";"N";"309";"3"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81590";"ITAIÓPOLIS";"81590";"ITAIÓPOLIS";"38";"13";"Vereador";"Coligação";"10";"PRB";"Partido Republicano Brasileiro";"240000000760";"SOMOS TODOS POR ITAIOPOLIS";"PP / PRB";"N";"122";"9"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80810";"CHAPECÓ";"80810";"CHAPECÓ";"94";"13";"Vereador";"Coligação";"33";"PMN";"Partido da Mobilização Nacional";"240000000679";"MAIS CHAPECÓ";"PP / PSL / PROS / PMN / SD / PEN";"N";"181";"11"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"82570";"PIRATUBA";"82570";"PIRATUBA";"37";"13";"Vereador";"Partido isolado";"15";"PMDB";"Partido do Movimento Democrático Brasileiro";"240000000689";"PARTIDO ISOLADO";"PMDB";"N";"1925";"65"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81612";"ITAJAÍ";"81612";"ITAJAÍ";"16";"13";"Vereador";"Coligação";"11";"PP";"Partido Progressista";"240000000284";"COLIGAÇÃO JUNTOS POR ITAJAÍ";"PP / PT";"N";"5608";"479"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81116";"GOVERNADOR CELSO RAMOS";"81116";"GOVERNADOR CELSO RAMOS";"2";"13";"Vereador";"Partido isolado";"15";"PMDB";"Partido do Movimento Democrático Brasileiro";"240000000466";"PARTIDO ISOLADO";"PMDB";"N";"2134";"99"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80810";"CHAPECÓ";"80810";"CHAPECÓ";"35";"13";"Vereador";"Coligação";"10";"PRB";"Partido Republicano Brasileiro";"240000000557";"TODOS POR CHAPECÓ";"PSB / PR / PSD / DEM / PTB / PSDB / PRB";"N";"1195";"26"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80012";"ABELARDO LUZ";"80012";"ABELARDO LUZ";"71";"13";"Vereador";"Coligação";"55";"PSD";"Partido Social Democrático";"240000001036";"PRA FRENTE ABELARDO LUZ";"PSD / PR / PSB / PTC / REDE / DEM";"N";"1563";"89"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81272";"GUARAMIRIM";"81272";"GUARAMIRIM";"60";"13";"Vereador";"Coligação";"45";"PSDB";"Partido da Social Democracia Brasileira";"240000000109";"PSDB/DEM";"PSDB / DEM";"N";"2039";"31"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81833";"LAGES";"81833";"LAGES";"104";"13";"Vereador";"Partido isolado";"11";"PP";"Partido Progressista";"240000000576";"PARTIDO ISOLADO";"PP";"N";"3826";"90"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81116";"GOVERNADOR CELSO RAMOS";"81116";"GOVERNADOR CELSO RAMOS";"2";"13";"Vereador";"Coligação";"22";"PR";"Partido da República";"240000000756";"Avante Governador Celso Ramos";"PR / PSD";"N";"10";"14"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"80802";"ARVOREDO";"80802";"ARVOREDO";"61";"13";"Vereador";"Coligação";"55";"PSD";"Partido Social Democrático";"240000000488";"ARVOREDO SEMPRE MAIS";"PP / PMDB / PR / PSD";"N";"0";"2"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"82953";"RIO NEGRINHO";"82953";"RIO NEGRINHO";"74";"13";"Vereador";"Coligação";"12";"PDT";"Partido Democrático Trabalhista";"240000000817";"RIO NEGRINHO NO CAMINHO CERTO";"PDT / PV / PC do B / PT do B";"N";"3171";"84"
"09/08/2020";"01:22:03";"2016";"2";"Eleição Ordinária";"1";"220";"Eleições Municipais 2016";"02/10/2016";"M";"SC";"81752";"JARAGUÁ DO SUL";"81752";"JARAGUÁ DO SUL";"87";"13";"Vereador";"Coligação";"11";"PP";"Partido Progressista";"240000000215";"O MELHOR PARA JARAGUA";"DEM / PP";"N";"5726";"80"
